english	german	russian
	Fastnacht_in_Franken	
1956	1956	1956_год
Leutkirch_im_Allgäu	Leutkirch_im_Allgäu	Лойткирх-им-Алльгой
Jaap_Schröder	Jaap_Schroeder	
Murat_Kurnaz	Murat_Kurnaz	
Pathé	Pathé	Pathé
	Gabi_Kubach	
	Denkmalgeschützte_Objekte_im_Košický_kraj	
Barcelona	Barcelona	Барселона
	Interpretatio_Romana	
Zwickauer_Mulde	Zwickauer_Mulde	Цвиккауэр-Мульде
Ethiopia	Äthiopien	Эфиопия
August_6	6._August	6_августа
ORF_(broadcaster)	Österreichischer_Rundfunk	Österreichischer_Rundfunk
Plymouth_Fury	Plymouth_Fury	
Iran	Iran	Иран
Vinschgau	Vinschgau	Финшгау
March_22	22._März	22_марта
Italian_Hockey_League_-_Serie_A	Serie_A_(Eishockey)	Серия_А_(хоккей_с_шайбой)
1968	1968	1968_год
Neudenau	Neudenau	Нойденау
	Vektormodulation	
Baroque	Barock	Барокко
Pinkafeld	Pinkafeld	Пинкафельд
Edict_of_Fontainebleau	Edikt_von_Fontainebleau	Эдикт_Фонтенбло
Autostrada_A1_(Italy)	Autostrada_A1_(Italien)	Автострада_A1_(Италия)
	Avira_Antivirus	Avira_Antivirus
Nuclear_Blast	Nuclear_Blast	Nuclear_Blast
1998_Japanese_House_of_Councillors_election	Sangiin-Wahl_1998	
1_Wall_Street	1_Wall_Street	Уолл-стрит,_1
Henry_IV,_Holy_Roman_Emperor	Heinrich_IV._(HRR)	Генрих_IV_(император_Священной_Римской_империи)
May_27	27._Mai	27_мая
Shaw,_Savill_&_Albion_Line	Shaw,_Savill_&_Albion_Steamship_Company	
Windows_XP	Microsoft_Windows_XP	Windows_XP
New_York_City_Hall	City_Hall_(New_York_City)	Ратуша_Нью-Йорка
Bundesliga	Fußball-Bundesliga	Чемпионат_Германии_по_футболу
House_of_Representatives_(Japan)	Shūgiin	Палата_представителей_Японии
Trigonometric_functions	Trigonometrische_Funktion	Тригонометрические_функции
Havel	Havel	Хафель
Second	Sekunde	Секунда
	Kapverdische_Inseln	
Germany_national_football_team	Deutsche_Fußballnationalmannschaft	Сборная_Германии_по_футболу
	Wuitz	
Quorthon	Quorthon	Куортон
	Generalbass	
Späth_nursery	Baumschule_Späth	
	Victor_von_Koerber	
Cloppenburg	Cloppenburg	Клоппенбург
Swiss_Party_of_Labour	Partei_der_Arbeit_der_Schweiz	Швейцарская_партия_труда
Kamen	Kamen	Камен
Wisconsin	Wisconsin	Висконсин
Ugolino_di_Nerio	Ugolino_di_Nerio	Уголино_ди_Нерио
Frauenstein,_Saxony	Frauenstein_(Erzgebirge)	Фрауэнштайн_(Рудные_горы)
1837	1837	1837_год
Litani_River	Litani	Литани_(река)
Burgundy	Burgund	Бургундия
Territorial_Abbey_of_St._Mary_of_Grottaferrata	Santa_Maria_di_Grottaferrata	Гроттаферрата_(монастырь)
Pitchshifter	Pitchshifter	Pitchshifter
Soil	Boden_(Bodenkunde)	Почва
	Karlex	
Boursin_cheese	Boursin	Бурсен
Ningxia	Ningxia	Нинся-Хуэйский_автономный_район
1996_Summer_Olympics	Olympische_Sommerspiele_1996	Летние_Олимпийские_игры_1996
Charles_University	Karls-Universität	Карлов_университет
Nintendo	Nintendo	Nintendo
Mausoleum	Mausoleum	Мавзолей
	Hofmark	
Graphite	Graphit	Графит
1888	1888	1888_год
Road_running	Straßenlauf	Бег_по_шоссе
4010_Nikol'skij	(4010)_Nikol'skij	
War_in_Afghanistan_(2001–present)	Krieg_in_Afghanistan_seit_2001	Война_в_Афганистане_(2001—2014)
Sierra_Nevada_(U.S.)	Sierra_Nevada_(Vereinigte_Staaten)	Сьерра-Невада_(США)
	Kulturspiegel_(Fernsehsendung)	
	Heinrich_I._von_Hartenstein	
	Ichhabnichtangezeigt	
Jonas_Jablonskis	Jonas_Jablonskis	Яблонскис,_Йонас
Deutsche_Eishockey_Liga	Deutsche_Eishockey_Liga	Немецкая_хоккейная_лига
Parkhotel_Stern	Parkhotel_Stern	
Brookfield_Township,_Clinton_County,_Iowa	Brookfield_Township_(Clinton_County,_Iowa)	
Lake_Maggiore	Lago_Maggiore	Лаго-Маджоре
Real_estate	Immobilie	Недвижимость
Vehicle_registration_plates_of_Turkey	Kfz-Kennzeichen_(Türkei)	Индекс_автомобильных_номеров_Турции
General_Hospital	General_Hospital	Главный_госпиталь
Jobst_of_Moravia	Jobst_von_Mähren	Йост_(король_Германии)
	Notkirche	
Privatdozent	Privatdozent	Приват-доцент
Church_(building)	Kirche_(Bauwerk)	Церковь_(сооружение)
	Valierius_Jasiūnas	
	Tschechoslowakischer_Meister_(Eishockey)	
Patron_saint	Schutzpatron	Святой_покровитель
Asplenium_marinum	Meer-Streifenfarn	
Sermon	Predigt	Проповедь
Kretinga	Kretinga	Кретинга
Sweet_Charity	Sweet_Charity	Милая_Чарити_(мюзикл)
North_Rhine-Westphalia	Nordrhein-Westfalen	Северный_Рейн-Вестфалия
	Liste_von_Wassermühlen_in_Pfronten	
	Nerio_(Begriffsklärung)	
Xbox_360	Xbox_360	Xbox_360
Novel	Roman	Роман
Álvaro_José_Negret	Álvaro_José_Negret	
Zeitz	Zeitz	Цайц
Keflavík_ÍF	Keflavík_ÍF	
Bloomfield_Township,_Clinton_County,_Iowa	Bloomfield_Township_(Clinton_County,_Iowa)	
Georges_Claes	Georges_Claes	Клас,_Жорж
Metropolitan_Park_System_of_Greater_Boston	Metropolitan_Park_System_of_Greater_Boston	
	Pansterrad	
	Fritz_Felgentreu	
	St._Martin_(Langenargen)	
Campobasso	Campobasso	Кампобассо
Utta_Danella	Utta_Danella	
	Oberinntal	
	Prince_Edward_Island_Route_1A	
Lord's_Prayer	Vaterunser	Отче_наш
Cornice	Gesims	Карниз
Dutch_language	Niederländische_Sprache	Нидерландский_язык
	Prinsepia_utilis	
Cardiff_University	Cardiff_University	Кардиффский_университет
	Dachverband_Entwicklungspolitik_Baden-Württemberg	
Damir_Martin	Damir_Martin	Мартин,_Дамир
	Tagebau_Espenhain	
	Bremer_Tageszeitungen	
Show_jumping	Springreiten	Конкур
Atlético_Nacional	Atlético_Nacional	Атлетико_Насьональ
Church_of_Reconciliation,_Dresden	Versöhnungskirche_(Dresden)	
FC_Metz	FC_Metz	Мец_(футбольный_клуб)
Madagascar:_Escape_2_Africa	Madagascar_2	Мадагаскар_2
Multiple_unit	Triebwagen	Моторвагонный_подвижной_состав
Britt_Ekland	Britt_Ekland	Экланд,_Бритт
Carl_Linnaeus	Carl_von_Linné	Линней,_Карл
Jaipur	Jaipur	Джайпур
The_Cure	The_Cure	The_Cure
Inarzo	Inarzo	Инарцо
Alain_Delon	Alain_Delon	Делон,_Ален
Fernand_Gravey	Fernand_Gravey	
Khuen_von_Belasi	Khuen_von_Belasy	
Jim_Mollison	James_Allan_Mollison	Моллисон,_Джим
Georges_Wilson	Georges_Wilson	
	Mannerbach	
	Dino_Reisner	
Steamboat	Dampfschiff	Пароход
	Schukin	
Lindenstraße	Lindenstraße	Линденштрассе_(телесериал)
	Villa_Mozartstraße_6_(Dresden)	
Ligue_2	Ligue_2	Чемпионат_Франции_по_футболу_(Лига_2)
Melbourne	Melbourne	Мельбурн
Trans-Canada_Highway	Trans-Canada_Highway	Трансканадское_шоссе
Górzyca,_Lubusz_Voivodeship	Górzyca	
Province_of_Castellón	Provinz_Castellón	Кастельон_(провинция)
Magellanic_woodpecker	Magellanspecht	
	Boderitz_(Langenleuba-Niederhain)	
2011_World_Rowing_Championships	Ruder-Weltmeisterschaften_2011	Чемпионат_мира_по_академической_гребле_2011
Judy_Biggert	Judy_Biggert	
Armenia	Armenien	Армения
1929	1929	1929_год
	Werbefotografie	Рекламная_фотография
	Schienenoberkante	
Geschwister-Scholl-Preis	Geschwister-Scholl-Preis	Премия_Ганса_и_Софи_Шолль
	Hochhubwagen	
Rowing_at_the_2016_Summer_Olympics	Olympische_Sommerspiele_2016/Rudern	Академическая_гребля_на_летних_Олимпийских_играх_2016
University_of_Bologna	Universität_Bologna	Болонский_университет
System_on_a_chip	System-on-a-Chip	Система_на_кристалле
	Stepas_Dokšus	
Assessor_(law)	Assessor	Асессор
	Nord_Nord_Mord	
Barley	Gerste	Ячмень_обыкновенный
Charles_I_of_Austria	Karl_I._(Österreich-Ungarn)	Карл_I_(император_Австрии)
	Klaus_Ehrlich	
	Ost-West-Straße_(Breslau)	
Passenger_ship	Passagierschiff	Пассажирское_судно
	Brühl-Palast_(Młociny)	
University_of_Virginia	University_of_Virginia	Виргинский_университет
Seggauberg	Seggauberg	Зеггауберг
Morandi_(band)	Morandi_(Band)	Morandi
Robin_Thomas_(mathematician)	Robin_Thomas_(Mathematiker)	Томас,_Робин_(математик)
Stasis_(political_history)	Stasis_(Polis)	
Lesley_Gore	Lesley_Gore	Гор,_Лесли
	Dorfkirche_Wettelswalde	
Cornwall	Cornwall	Корнуолл
	Regelschule_(Thüringen)	
Frankfurter_Rundschau	Frankfurter_Rundschau	Frankfurter_Rundschau
Senones	Senonen	Сеноны_(племя)
Impressionist_(entertainment)	Imitator	Пародист
Urology	Urologie	Урология
Berlin_Friedrichstraße_station	Bahnhof_Berlin_Friedrichstraße	Фридрихштрассе_(станция)
	Beiersdorf_(Pölzig)	
Jiayuguan_City	Jiayuguan	Цзяюйгуань
	Liste_der_Nationalstraßen_in_Frankreich	
Brittany_(administrative_region)	Bretagne	Бретань
	Flurfördergerät	
November_24	24._November	24_ноября
Tomorrow_Never_Dies	James_Bond_007_–_Der_Morgen_stirbt_nie	Завтра_не_умрёт_никогда
	Beinn_Sholum	
Nice	Nizza	Ницца
	Freistaat_Sachsen-Altenburg	Свободное_государство_Саксен-Альтенбург
Landsgemeinde	Landsgemeinde	
Göhren,_Thuringia	Göhren_(bei_Altenburg)	Гёрен_(Альтенбург)
Carmelites	Karmeliten	Кармелиты
Little_Britain	Little_Britain	Маленькая_Британия
Finow	Finow	
Rookie	Rookie	
Football_in_the_Netherlands	Fußball_in_den_Niederlanden	
Bernstein_Castle	Burg_Bernstein_(Burgenland)	
1978_Úrvalsdeild	Isländische_Fußballmeisterschaft_1978	Чемпионат_Исландии_по_футболу_1978
Pontiac_Grand_Prix	Pontiac_Grand_Prix	
Baden-Württemberg	Baden-Württemberg	Баден-Вюртемберг
Andres_Tarand	Andres_Tarand	Таранд,_Андрес
	Apostolischer_Delegat	
Georges_Simenon	Georges_Simenon	Сименон,_Жорж
	Gerrit_Reichert	
	Didi_–_Der_Doppelgänger	
Praxiteles	Praxiteles	Пракситель
May_3	3._Mai	3_мая
Gospel_of_Luke	Evangelium_nach_Lukas	Евангелие_от_Луки
Carqueiranne	Carqueiranne	Каркеран
Gugh	Gugh	
	Historisches_Jahrbuch	
House_of_Lords_(Austria)	Herrenhaus_(Österreich)	
	Klaus_Gernhuber	
Roeselare	Roeselare	Руселаре
Registered_jack	RJ-Steckverbindung	Registered_Jack
House_of_Councillors_(Japan)	Sangiin	Палата_советников_Японии
Canada	Kanada	Канада
	Neues_Rathaus_(Dresden)	
Hispanic_America	Hispanoamerika	
Leonardo_Lavalle	Leonardo_Lavalle	Лаваль,_Леонардо
Anathema_(band)	Anathema_(Band)	Anathema
Fundraising	Fundraising	Сбор_пожертвований
	Rathaus_Pirna	
1887	1887	1887_год
RCD_Espanyol	Espanyol_Barcelona	Эспаньол
	St._Marien_(Oberlödla)	
Songyuan	Songyuan	Сунъюань
Bohemian-Moravian_Hockey_League	Eishockeymeister_im_Protektorat_Böhmen_und_Mähren	
New_Orleans	New_Orleans	Новый_Орлеан
Tomarza	Tomarza	
Tidal_marsh	Marschland	Маршевые_почвы
1972	1972	1972_год
Bulla	Bulla	Була
	Bremer_Denkmale	
	Jonas_Wolf_(Bildhauer)	
Szczecin	Stettin	Щецин
Bedero_Valcuvia	Bedero_Valcuvia	Бедеро-Валькувия
	Heinrich_Finke	
San_Francisco	San_Francisco	Сан-Франциско
Pölzig	Pölzig	Пёльциг
June_21	21._Juni	21_июня
	Netto-Gesamtanlageneffektivität	
Animation	Animation	Мультипликация
Konopiště	Schloss_Konopiště	Конопиште
	Hrimthurse	Инеистые_великаны
Mikhail_Youzhny	Michail_Michailowitsch_Juschny	Южный,_Михаил_Михайлович
Angular_aperture	Öffnungswinkel	
Mina_(Italian_singer)	Mina_(italienische_Sängerin)	Мина_(певица)
1779	1779	1779_год
Gendt	Gendt_(Niederlande)	
Adult	Erwachsener	Взрослый
Avro_Anson	Avro_Anson	Avro_Anson
Crimmitschau	Crimmitschau	Криммичау
John_Lithgow	John_Lithgow	Литгоу,_Джон
Patch_cable	Patchkabel	Коммутационный_шнур
Jónsi	Jón_Þór_Birgisson	Йоун_Тоур_Биргиссон
Dome_of_the_Rock	Felsendom	Купол_Скалы
Šiauliai_District_Municipality	Rajongemeinde_Šiauliai	Шяуляйский_район
	Skigebiet_Carezza_–_Karersee	
Middle-distance_running	Mittelstreckenlauf	Бег_на_средние_дистанции
Max_Taut	Max_Taut	
Rhineland-Palatinate	Rheinland-Pfalz	Рейнланд-Пфальц
	Verband_Deutscher_Studentenschaften	
Linfen	Linfen	Линьфэнь
Minsk_Ghetto	Ghetto_Minsk	Минское_гетто
Super_Mario_World	Super_Mario_World	Super_Mario_World
Czechoslovakia	Tschechoslowakei	Чехословакия
	Christine_Falk	
Genocide	Völkermord	Геноцид
June_11	11._Juni	11_июня
1981	1981	1981_год
Hochschule_für_Musik_Karlsruhe	Hochschule_für_Musik_Karlsruhe	Высшая_школа_музыки_Карлсруэ
Oboe	Oboe	Гобой
Ševětín	Ševětín	
Precipitation	Niederschlag	Атмосферные_осадки
	Stepas	
2012_French_Open_–_Mixed_Doubles	French_Open_2012/Mixed	Открытый_чемпионат_Франции_по_теннису_2012_в_смешанном_парном_разряде
1994	1994	1994_год
L'Argentière-la-Bessée	L’Argentière-la-Bessée	Л’Аржантьер-ла-Бессе
The_Art_of_War_III:_Retribution	The_Art_of_War_III:_Die_Vergeltung	
Mosque	Moschee	Мечеть
Knights_Hospitaller	Geschichte_des_Johanniterordens	Госпитальеры
	Triebes_(Fluss)	
Statue	Statue	Статуя
Manhattan	Manhattan	Манхэттен
Wheat	Weizen	Пшеница
Theologian	Theologe	Богослов
Bernd_Lucke	Bernd_Lucke	Лукке,_Бернд
	Abalgamasch	
Le_Mesnil-Saint-Jean	Le_Mesnil-Saint-Jean	
Sarasota,_Florida	Sarasota	Сарасота
	Bekenntnis_der_deutschen_Professoren_zu_Adolf_Hitler	Заявление_профессоров_о_поддержке_Гитлера
Austria-Hungary	Österreich-Ungarn	Австро-Венгрия
Eamonn_Deacy	Eamon_Deacy	
Bundesautobahn_81	Bundesautobahn_81	
Late_antiquity	Spätantike	Поздняя_Античность
1919	1919	1919_год
Daniel_Krencker	Daniel_Krencker	
	Semesterspiegel	
April_1	1._April	1_апреля
Nitrone	Nitrone	Нитроны
Annie_(musical)	Annie_(Musical)	Энни_(мюзикл)
Ornithology	Ornithologie	Орнитология
Las_Palmas	Las_Palmas_de_Gran_Canaria	Лас-Пальмас-де-Гран-Канария
Asplenium	Streifenfarne	Костенец
Battle_of_France	Westfeldzug	Французская_кампания
June_25	25._Juni	25_июня
Robinson_R66	Robinson_R66	Robinson_R66
	Gebäude_des_Sächsischen_Staatsministeriums_für_Wissenschaft_und_Kunst	
2018_Winter_Olympics	Olympische_Winterspiele_2018	Зимние_Олимпийские_игры_2018
Puebla	Puebla_(Bundesstaat)	Пуэбла
	Graicha	
	Jonas_Burokas	
Cincinnati	Cincinnati	Цинциннати
Stuxnet	Stuxnet	Stuxnet
ACF_Fiorentina	AC_Florenz	Фиорентина
December_26	26._Dezember	26_декабря
American_Civil_War	Sezessionskrieg	Гражданская_война_в_США
José_Luis_Sánchez_Solá	José_Luis_Sánchez_Solá	Санчес_Сола,_Хосе_Луис
Bohmte	Bohmte	Бомте
	Flügel_(Tasteninstrument)	Рояль
Triassic	Trias_(Geologie)	Триасовый_период
Samantha_Who?	Samantha_Who?	
Metz	Metz	Мец
1625	1625	1625_год
	Kloster_Posa	
	Propstei_Kaliningrad	Калининградское_пробство
Italian_resistance_movement	Resistenza	Движение_Сопротивления_(Италия)
	Frank_Rosaly	
Poetry	Poesie	Поэзия
	Hermano_Nicéforo_María	
Emeli_Sandé	Emeli_Sandé	Санде,_Эмели
Kashgar	Kaxgar_(Stadt)	Кашгар
Cagney_&_Lacey	Cagney_&_Lacey	Кегни_и_Лейси
How_the_Grinch_Stole_Christmas_(2000_film)	Der_Grinch	Гринч_—_похититель_Рождества
Celts	Kelten	Кельты
	Synchronspringen	
	Thomas_Kauffmann	
Trieste	Triest	Триест
Gossip_Girl	Gossip_Girl	Сплетница_(телесериал)
Bergisches_Land	Bergisches_Land	Бергишес-Ланд
Nappe	Tektonische_Decke	Шарьяж
Australian_Open	Australian_Open	Открытый_чемпионат_Австралии_по_теннису
List_of_Dutch_football_champions	Liste_der_niederländischen_Fußballmeister	
	Riester-Rente	
Orange_Warsaw_Open	ATP_Warschau	Orange_Warsaw_Open
	Langer_Turm	
Wolfgang_Amadeus_Mozart	Wolfgang_Amadeus_Mozart	Моцарт,_Вольфганг_Амадей
Danny_K._Davis	Danny_K._Davis	Дэвис,_Дэнни
Time_standard	Zeitskala	
Greywacke	Grauwacke	Граувакка
	Steponas_Jaugelis-Telega	
	Puisaye_(Burgund)	
Ptuj	Ptuj	Птуй
Kayseri_Erciyesspor	Kayseri_Erciyesspor	Кайсери_Эрджиесспор
Federal_Network_Agency	Bundesnetzagentur	
Ethernet_crossover_cable	Crosskabel	Кросс-кабель_Ethernet
	Heinz_Wildenhain	
Grodno	Hrodna	Гродно
Michael_Ballack	Michael_Ballack	Баллак,_Михаэль
1962	1962	1962_год
	Tätigkeit	Деятельность
Cádiz_CF	FC_Cádiz	Кадис_(футбольный_клуб)
Segunda_División	Segunda_División	Второй_дивизион_Испании_по_футболу
	Keefe_Jackson	
Rapid_transit	U-Bahn	Метрополитен
Vanden_Plas_(band)	Vanden_Plas_(Band)	Vanden_Plas
Cuvilliés_Theatre	Cuvilliés-Theater	
Elwood,_Iowa	Elwood_(Iowa)	
	Kohlebahn_Meuselwitz–Haselbach–Regis-Breitingen	
	Cieplice_Śląskie-Zdrój	Цеплице-Слёнске-Здруй
